name	value	category
Chrysina_resplendens	11.7	bF
Chrysina_resplendens	10	aM
Aethina_tumida	89.7	dS
Aethina_tumida	7.6	cD
Aethina_tumida	1.3	bF
Aethina_tumida	1.4	aM
Hycleus_cichorii	99.4	dS
Hycleus_cichorii	0.1	cD
Hycleus_cichorii	0.1	bF
Hycleus_cichorii	0.4	aM
Hycleus_phaleratus	99.3	dS
Hycleus_phaleratus	0.1	cD
Hycleus_phaleratus	0.1	bF
Hycleus_phaleratus	0.5	aM
Photinus_pyralis	90	dS
Photinus_pyralis	8.9	cD
Photinus_pyralis	0.4	bF
Photinus_pyralis	0.7	aM
Lamprigera_yunnana	97.5	dS
Lamprigera_yunnana	1.3	cD
Lamprigera_yunnana	0.5	bF
Lamprigera_yunnana	0.7	aM
Abscondita_terminalis	96.5	dS
Abscondita_terminalis	2	cD
Abscondita_terminalis	0.3	bF
Abscondita_terminalis	1.2	aM
Limonius_californicus	80.5	dS
Limonius_californicus	6.1	cD
Limonius_californicus	8.9	bF
Limonius_californicus	4.5	aM
Ignelater_luminosus	95.5	dS
Ignelater_luminosus	1.5	cD
Ignelater_luminosus	1.6	bF
Ignelater_luminosus	1.4	aM
Alaus_oculatus	6.9	dS
Alaus_oculatus	2.3	cD
Alaus_oculatus	4.8	bF
Alaus_oculatus	86	aM
Sitophilus_oryzae	96.6	dS
Sitophilus_oryzae	1.9	cD
Sitophilus_oryzae	0.4	bF
Sitophilus_oryzae	1.1	aM
Rhynchophorus_ferrugineus_S	96.6	dS
Rhynchophorus_ferrugineus_S	2.6	cD
Rhynchophorus_ferrugineus_S	0.4	bF
Rhynchophorus_ferrugineus_S	0.4	aM
Listronotus_bonariensis	82.2	dS
Listronotus_bonariensis	5.1	cD
Listronotus_bonariensis	6.5	bF
Listronotus_bonariensis	6.2	aM
Hypothenemus_hampei	91.5	dS
Hypothenemus_hampei	4.3	cD
Hypothenemus_hampei	2.2	bF
Hypothenemus_hampei	2	aM
Elaeidobius_kamerunicus	49.7	dS
Elaeidobius_kamerunicus	0.3	cD
Elaeidobius_kamerunicus	31.2	bF
Elaeidobius_kamerunicus	18.8	aM
Dendroctonus_ponderosae	91.6	dS
Dendroctonus_ponderosae	5.5	cD
Dendroctonus_ponderosae	1.7	bF
Dendroctonus_ponderosae	1.2	aM
Propylea_japonica	88.5	dS
Propylea_japonica	6.2	cD
Propylea_japonica	1	bF
Propylea_japonica	4.3	aM
Harmonia_axyridis	91.2	dS
Harmonia_axyridis	2.4	cD
Harmonia_axyridis	1	bF
Harmonia_axyridis	5.4	aM
Cryptolaemus_montrouzieri	95.9	dS
Cryptolaemus_montrouzieri	1.1	cD
Cryptolaemus_montrouzieri	0.7	bF
Cryptolaemus_montrouzieri	2.3	aM
Coccinella_septempunctata	89.9	dS
Coccinella_septempunctata	5.9	cD
Coccinella_septempunctata	1.8	bF
Coccinella_septempunctata	2.4	aM
Ophraella_communa	87	dS
Ophraella_communa	8.5	cD
Ophraella_communa	1.8	bF
Ophraella_communa	2.7	aM
Leptinotarsa_decemlineata	91.7	dS
Leptinotarsa_decemlineata	0.9	cD
Leptinotarsa_decemlineata	3.8	bF
Leptinotarsa_decemlineata	3.6	aM
Diabrotica_virgifera_virgifera	89.9	dS
Diabrotica_virgifera_virgifera	2	cD
Diabrotica_virgifera_virgifera	4.8	bF
Diabrotica_virgifera_virgifera	3.3	aM
Callosobruchus_maculatus	83.5	dS
Callosobruchus_maculatus	4	cD
Callosobruchus_maculatus	3.9	bF
Callosobruchus_maculatus	8.6	aM
Anoplophora_glabripennis	96.6	dS
Anoplophora_glabripennis	1.9	cD
Anoplophora_glabripennis	0.8	bF
Anoplophora_glabripennis	0.7	aM
Pogonus_chalceus	92.9	dS
Pogonus_chalceus	0.8	cD
Pogonus_chalceus	3.2	bF
Pogonus_chalceus	3.1	aM
Agrilus_planipennis	91.1	dS
Agrilus_planipennis	6.6	cD
Agrilus_planipennis	0.5	bF
Agrilus_planipennis	1.8	aM
Zootermopsis_nevadensis	98	dS
Zootermopsis_nevadensis	0.4	cD
Zootermopsis_nevadensis	0.7	bF
Zootermopsis_nevadensis	0.9	aM
Coptotermes_formosanus	96.6	dS
Coptotermes_formosanus	1.7	cD
Coptotermes_formosanus	0.8	bF
Coptotermes_formosanus	0.9	aM
Cryptotermes_secundus	96.3	dS
Cryptotermes_secundus	1.4	cD
Cryptotermes_secundus	0.9	bF
Cryptotermes_secundus	1.4	aM
Blattella_germanica	93.5	dS
Blattella_germanica	2.3	cD
Blattella_germanica	1.8	bF
Blattella_germanica	2.4	aM
Periplaneta_americana	87.9	dS
Periplaneta_americana	5.3	cD
Periplaneta_americana	4.1	bF
Periplaneta_americana	2.7	aM
Machilis_hrabei	57.5	dS
Machilis_hrabei	0.4	cD
Machilis_hrabei	22.3	bF
Machilis_hrabei	19.8	aM
